,Region Name,Country,Class,Category,Type,Constant 2018 USD,Data Type
1493,Asia,Singapore,A3,Beneficial,MPAs,37964.82015856754,Modeled
1494,Asia,Singapore,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1495,Asia,Singapore,B2,Capacity-enhancing,Fisheries dev. projects,0.0,not found evidence of subsidy
1496,Asia,Singapore,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1497,Asia,Singapore,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
1498,Asia,Singapore,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1499,Asia,Singapore,B6,Capacity-enhancing,Fishing access,55432.350000000006,Modeled
1952,Asia,Singapore,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1500,Asia,Singapore,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1501,Asia,Singapore,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1502,Asia,Singapore,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
276,Asia,Sri Lanka,A1,Beneficial,Fisheries mangt.,5014719.85080051,Reported
277,Asia,Sri Lanka,A2,Beneficial,Fishery R&D,1889334.72,Reported
278,Asia,Sri Lanka,A3,Beneficial,MPAs,1198161.8129086858,Modeled
279,Asia,Sri Lanka,B1,Capacity-enhancing,Boat constsruct. & renov.,4428128.25,Reported
280,Asia,Sri Lanka,B2,Capacity-enhancing,Fisheries dev. projects,12475061.16920622,Reported
281,Asia,Sri Lanka,B3,Capacity-enhancing,Fishing port develop.,17887801.2768,Reported
282,Asia,Sri Lanka,B4,Capacity-enhancing,Markt. & storage infrast.,559610.4477599999,Reported
283,Asia,Sri Lanka,B5,Capacity-enhancing,Tax exemption,31619903.224376503,Modeled
284,Asia,Sri Lanka,B6,Capacity-enhancing,Fishing access,1512494.77,Modeled
1851,Asia,Sri Lanka,B7,Capacity-enhancing,Fuel subsidies,32800950.0,Reported
285,Asia,Sri Lanka,C1,Ambiguous,Fisher assistance,239038.52698215676,Reported
286,Asia,Sri Lanka,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
287,Asia,Sri Lanka,C3,Ambiguous,Rural fisher communities,1312038.0,Reported
1599,Asia,Syria,A1,Beneficial,Fisheries mangt.,605688.8587529846,Modeled
1600,Asia,Syria,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
1601,Asia,Syria,A3,Beneficial,MPAs,0.0,not found evidence of subsidy
1602,Asia,Syria,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1603,Asia,Syria,B2,Capacity-enhancing,Fisheries dev. projects,0.0,not found evidence of subsidy
1604,Asia,Syria,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1605,Asia,Syria,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
1606,Asia,Syria,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1607,Asia,Syria,B6,Capacity-enhancing,Fishing access,0.0,not found evidence of subsidy
1961,Asia,Syria,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1608,Asia,Syria,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1609,Asia,Syria,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1610,Asia,Syria,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
313,Asia,Taiwan,A1,Beneficial,Fisheries mangt.,52202342.220448546,Modeled
314,Asia,Taiwan,A2,Beneficial,Fishery R&D,12231163.476442995,Modeled
315,Asia,Taiwan,A3,Beneficial,MPAs,4157082.0834845873,Modeled
316,Asia,Taiwan,B1,Capacity-enhancing,Boat constsruct. & renov.,18304461.441704985,Modeled
317,Asia,Taiwan,B2,Capacity-enhancing,Fisheries dev. projects,0.0,not found evidence of subsidy
318,Asia,Taiwan,B3,Capacity-enhancing,Fishing port develop.,31542174.186215084,Modeled
319,Asia,Taiwan,B4,Capacity-enhancing,Markt. & storage infrast.,41121832.24708404,Modeled
320,Asia,Taiwan,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
321,Asia,Taiwan,B6,Capacity-enhancing,Fishing access,24497938.600000005,Modeled
1854,Asia,Taiwan,B7,Capacity-enhancing,Fuel subsidies,592949908.335958,Modeled
322,Asia,Taiwan,C1,Ambiguous,Fisher assistance,1850922.1972201115,Reported
323,Asia,Taiwan,C2,Ambiguous,Vessel buyback,7720655.777334559,Reported
324,Asia,Taiwan,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1611,Asia,Thailand,A1,Beneficial,Fisheries mangt.,66405473.16095667,Reported
1612,Asia,Thailand,A2,Beneficial,Fishery R&D,1840743.560184795,Reported
1613,Asia,Thailand,A3,Beneficial,MPAs,5551335.739467281,Modeled
1614,Asia,Thailand,B1,Capacity-enhancing,Boat constsruct. & renov.,4562539.202964283,Reported
1615,Asia,Thailand,B2,Capacity-enhancing,Fisheries dev. projects,756991.197590744,Reported
1616,Asia,Thailand,B3,Capacity-enhancing,Fishing port develop.,160610126.5558107,Modeled
1617,Asia,Thailand,B4,Capacity-enhancing,Markt. & storage infrast.,34536270.7825784,Reported
1618,Asia,Thailand,B5,Capacity-enhancing,Tax exemption,324532515.3254414,Modeled
1619,Asia,Thailand,B6,Capacity-enhancing,Fishing access,292468417.49,Modeled
1962,Asia,Thailand,B7,Capacity-enhancing,Fuel subsidies,251385951.71886447,Modeled
1620,Asia,Thailand,C1,Ambiguous,Fisher assistance,907874.3592439948,Reported
1621,Asia,Thailand,C2,Ambiguous,Vessel buyback,3260958.377932427,Reported
1622,Asia,Thailand,C3,Ambiguous,Rural fisher communities,2229412.4516768274,Reported
1347,Asia,Timor Leste,A1,Beneficial,Fisheries mangt.,729505.696839578,Modeled
1348,Asia,Timor Leste,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
1349,Asia,Timor Leste,A3,Beneficial,MPAs,0.0,not found evidence of subsidy
1350,Asia,Timor Leste,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1351,Asia,Timor Leste,B2,Capacity-enhancing,Fisheries dev. projects,0.0,not found evidence of subsidy
1352,Asia,Timor Leste,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1353,Asia,Timor Leste,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
1354,Asia,Timor Leste,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1355,Asia,Timor Leste,B6,Capacity-enhancing,Fishing access,0.0,not found evidence of subsidy
1940,Asia,Timor Leste,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1356,Asia,Timor Leste,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1357,Asia,Timor Leste,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1358,Asia,Timor Leste,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1683,Asia,Turkey,A1,Beneficial,Fisheries mangt.,36440721.887424916,Reported
1684,Asia,Turkey,A2,Beneficial,Fishery R&D,2681535.7884332906,Reported
1685,Asia,Turkey,A3,Beneficial,MPAs,572203.5560981174,Modeled
1686,Asia,Turkey,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1687,Asia,Turkey,B2,Capacity-enhancing,Fisheries dev. projects,8315119.359411951,Reported
1688,Asia,Turkey,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1689,Asia,Turkey,B4,Capacity-enhancing,Markt. & storage infrast.,22586347.3766843,Modeled
1690,Asia,Turkey,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1691,Asia,Turkey,B6,Capacity-enhancing,Fishing access,2431707.7399999998,Modeled
1968,Asia,Turkey,B7,Capacity-enhancing,Fuel subsidies,52629187.96326041,Reported
1692,Asia,Turkey,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1693,Asia,Turkey,C2,Ambiguous,Vessel buyback,14828655.01989284,Reported
1694,Asia,Turkey,C3,Ambiguous,Rural fisher communities,8815496.399280388,Modeled
1659,Asia,Untd Arab Em,A1,Beneficial,Fisheries mangt.,27294577.143809933,Modeled
1660,Asia,Untd Arab Em,A2,Beneficial,Fishery R&D,6395200.3083791,Modeled
1661,Asia,Untd Arab Em,A3,Beneficial,MPAs,4342666.708019018,Modeled
1662,Asia,Untd Arab Em,B1,Capacity-enhancing,Boat constsruct. & renov.,3826540.7820107816,Modeled
1663,Asia,Untd Arab Em,B2,Capacity-enhancing,Fisheries dev. projects,0.0,not found evidence of subsidy
1664,Asia,Untd Arab Em,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1665,Asia,Untd Arab Em,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
1666,Asia,Untd Arab Em,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1667,Asia,Untd Arab Em,B6,Capacity-enhancing,Fishing access,1029802.2400000001,Modeled
1966,Asia,Untd Arab Em,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1668,Asia,Untd Arab Em,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1669,Asia,Untd Arab Em,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1670,Asia,Untd Arab Em,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1503,Asia,Viet Nam,A1,Beneficial,Fisheries mangt.,188797971.81347606,Modeled
1504,Asia,Viet Nam,A2,Beneficial,Fishery R&D,15246911.9902731,Modeled
1505,Asia,Viet Nam,A3,Beneficial,MPAs,9781832.867546799,Modeled
1506,Asia,Viet Nam,B1,Capacity-enhancing,Boat constsruct. & renov.,15967175.75006142,Modeled
1507,Asia,Viet Nam,B2,Capacity-enhancing,Fisheries dev. projects,8300468.702289589,Reported
1508,Asia,Viet Nam,B3,Capacity-enhancing,Fishing port develop.,15832740.0,Reported
1509,Asia,Viet Nam,B4,Capacity-enhancing,Markt. & storage infrast.,266304836.7631168,Modeled
1510,Asia,Viet Nam,B5,Capacity-enhancing,Tax exemption,31374061.963478524,Modeled
1511,Asia,Viet Nam,B6,Capacity-enhancing,Fishing access,74267.13,Modeled
1953,Asia,Viet Nam,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1512,Asia,Viet Nam,C1,Ambiguous,Fisher assistance,30518196.152727477,Modeled
1513,Asia,Viet Nam,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1514,Asia,Viet Nam,C3,Ambiguous,Rural fisher communities,7844210.880302524,Modeled
1804,Asia,Yemen,A1,Beneficial,Fisheries mangt.,38101911.941352814,Modeled
1805,Asia,Yemen,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
1806,Asia,Yemen,A3,Beneficial,MPAs,322152.4923053305,Modeled
1807,Asia,Yemen,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1808,Asia,Yemen,B2,Capacity-enhancing,Fisheries dev. projects,39146915.08305144,Modeled
1809,Asia,Yemen,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1810,Asia,Yemen,B4,Capacity-enhancing,Markt. & storage infrast.,55340258.722247735,Modeled
1811,Asia,Yemen,B5,Capacity-enhancing,Tax exemption,6519779.089747286,Modeled
1812,Asia,Yemen,B6,Capacity-enhancing,Fishing access,4310133.7,Modeled
1978,Asia,Yemen,B7,Capacity-enhancing,Fuel subsidies,37051455.265626766,Modeled
1813,Asia,Yemen,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1814,Asia,Yemen,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1815,Asia,Yemen,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
0,Europe,Albania,A1,Beneficial,Fisheries mangt.,404279.0098463773,Modeled
1,Europe,Albania,A2,Beneficial,Fishery R&D,94723.77003016131,Modeled
2,Europe,Albania,A3,Beneficial,MPAs,1095096.0605814,Modeled
3,Europe,Albania,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
4,Europe,Albania,B2,Capacity-enhancing,Fisheries dev. projects,159666.24573559643,Modeled
5,Europe,Albania,B3,Capacity-enhancing,Fishing port develop.,93020.3896458952,Modeled
6,Europe,Albania,B4,Capacity-enhancing,Markt. & storage infrast.,121271.56599904306,Modeled
7,Europe,Albania,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
8,Europe,Albania,B6,Capacity-enhancing,Fishing access,685.47,Modeled
1828,Europe,Albania,B7,Capacity-enhancing,Fuel subsidies,6613050.7571433615,Modeled
9,Europe,Albania,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
10,Europe,Albania,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
11,Europe,Albania,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
120,Europe,Belgium,A1,Beneficial,Fisheries mangt.,3296561.545722437,Reported
121,Europe,Belgium,A2,Beneficial,Fishery R&D,496189.7240808693,Reported
122,Europe,Belgium,A3,Beneficial,MPAs,1757024.7267507475,Modeled
123,Europe,Belgium,B1,Capacity-enhancing,Boat constsruct. & renov.,61226.169406500005,Reported
124,Europe,Belgium,B2,Capacity-enhancing,Fisheries dev. projects,911650.0229790759,Reported
125,Europe,Belgium,B3,Capacity-enhancing,Fishing port develop.,645794.60529675,Reported
126,Europe,Belgium,B4,Capacity-enhancing,Markt. & storage infrast.,338203.845,Reported
127,Europe,Belgium,B5,Capacity-enhancing,Tax exemption,18834978.994763702,Reported
128,Europe,Belgium,B6,Capacity-enhancing,Fishing access,779750.2899999999,Modeled
1838,Europe,Belgium,B7,Capacity-enhancing,Fuel subsidies,5142150.5034252005,Modeled
129,Europe,Belgium,C1,Ambiguous,Fisher assistance,1305911.3420585135,Modeled
130,Europe,Belgium,C2,Ambiguous,Vessel buyback,1422252.6833468694,Modeled
131,Europe,Belgium,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
132,Europe,Bosnia Herzg,A1,Beneficial,Fisheries mangt.,7849.271320026474,Modeled
133,Europe,Bosnia Herzg,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
134,Europe,Bosnia Herzg,A3,Beneficial,MPAs,0.0,not found evidence of subsidy
135,Europe,Bosnia Herzg,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
136,Europe,Bosnia Herzg,B2,Capacity-enhancing,Fisheries dev. projects,0.0,not found evidence of subsidy
137,Europe,Bosnia Herzg,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
138,Europe,Bosnia Herzg,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
139,Europe,Bosnia Herzg,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
140,Europe,Bosnia Herzg,B6,Capacity-enhancing,Fishing access,0.0,not found evidence of subsidy
1839,Europe,Bosnia Herzg,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
141,Europe,Bosnia Herzg,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
142,Europe,Bosnia Herzg,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
143,Europe,Bosnia Herzg,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
192,Europe,Bulgaria,A1,Beneficial,Fisheries mangt.,1891613.494571964,Modeled
193,Europe,Bulgaria,A2,Beneficial,Fishery R&D,443210.64730486926,Modeled
194,Europe,Bulgaria,A3,Beneficial,MPAs,5491622.519511015,Modeled
195,Europe,Bulgaria,B1,Capacity-enhancing,Boat constsruct. & renov.,218338.58884824213,Modeled
196,Europe,Bulgaria,B2,Capacity-enhancing,Fisheries dev. projects,0.0,not found evidence of subsidy
197,Europe,Bulgaria,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
198,Europe,Bulgaria,B4,Capacity-enhancing,Markt. & storage infrast.,490507.89351419226,Modeled
199,Europe,Bulgaria,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
200,Europe,Bulgaria,B6,Capacity-enhancing,Fishing access,0.0,not found evidence of subsidy
1844,Europe,Bulgaria,B7,Capacity-enhancing,Fuel subsidies,6787535.746945083,Modeled
201,Europe,Bulgaria,C1,Ambiguous,Fisher assistance,146087.56119310277,Modeled
202,Europe,Bulgaria,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
203,Europe,Bulgaria,C3,Ambiguous,Rural fisher communities,237051.33826500172,Modeled
385,Europe,Croatia,A1,Beneficial,Fisheries mangt.,9524970.56893144,Modeled
386,Europe,Croatia,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
387,Europe,Croatia,A3,Beneficial,MPAs,30231776.265090406,Modeled
388,Europe,Croatia,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
389,Europe,Croatia,B2,Capacity-enhancing,Fisheries dev. projects,3833895.540030083,Modeled
390,Europe,Croatia,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
391,Europe,Croatia,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
392,Europe,Croatia,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
393,Europe,Croatia,B6,Capacity-enhancing,Fishing access,50112.97,Modeled
1860,Europe,Croatia,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
394,Europe,Croatia,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
395,Europe,Croatia,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
396,Europe,Croatia,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
433,Europe,Denmark,A1,Beneficial,Fisheries mangt.,9864278.8125,Reported
434,Europe,Denmark,A2,Beneficial,Fishery R&D,49642694.782596305,Modeled
435,Europe,Denmark,A3,Beneficial,MPAs,71133967.20833643,Modeled
436,Europe,Denmark,B1,Capacity-enhancing,Boat constsruct. & renov.,38503641.4372301,Modeled
437,Europe,Denmark,B2,Capacity-enhancing,Fisheries dev. projects,2390097.9432895877,Reported
438,Europe,Denmark,B3,Capacity-enhancing,Fishing port develop.,1431729.6105,Reported
439,Europe,Denmark,B4,Capacity-enhancing,Markt. & storage infrast.,1217533.842,Reported
440,Europe,Denmark,B5,Capacity-enhancing,Tax exemption,2328852.087961979,Reported
441,Europe,Denmark,B6,Capacity-enhancing,Fishing access,5976721.13,Modeled
1864,Europe,Denmark,B7,Capacity-enhancing,Fuel subsidies,54339882.05244619,Reported
442,Europe,Denmark,C1,Ambiguous,Fisher assistance,1557227.1112499998,Reported
443,Europe,Denmark,C2,Ambiguous,Vessel buyback,28057412.179822534,Modeled
444,Europe,Denmark,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
505,Europe,Estonia,A1,Beneficial,Fisheries mangt.,2846303.0922915083,Reported
506,Europe,Estonia,A2,Beneficial,Fishery R&D,211365.67438421387,Reported
507,Europe,Estonia,A3,Beneficial,MPAs,45726485.06210653,Modeled
508,Europe,Estonia,B1,Capacity-enhancing,Boat constsruct. & renov.,332905.69013781316,Modeled
509,Europe,Estonia,B2,Capacity-enhancing,Fisheries dev. projects,0.0,not found evidence of subsidy
510,Europe,Estonia,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
511,Europe,Estonia,B4,Capacity-enhancing,Markt. & storage infrast.,841097.4317424115,Reported
512,Europe,Estonia,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
513,Europe,Estonia,B6,Capacity-enhancing,Fishing access,289083.83,Modeled
1870,Europe,Estonia,B7,Capacity-enhancing,Fuel subsidies,34609526.805,Reported
514,Europe,Estonia,C1,Ambiguous,Fisher assistance,653478.2843075473,Reported
515,Europe,Estonia,C2,Ambiguous,Vessel buyback,242586.72210087063,Modeled
516,Europe,Estonia,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
529,Europe,Finland,A1,Beneficial,Fisheries mangt.,3367746.519183375,Reported
530,Europe,Finland,A2,Beneficial,Fishery R&D,274690.0084186125,Reported
531,Europe,Finland,A3,Beneficial,MPAs,68029176.0456002,Modeled
532,Europe,Finland,B1,Capacity-enhancing,Boat constsruct. & renov.,1169135.033048732,Modeled
533,Europe,Finland,B2,Capacity-enhancing,Fisheries dev. projects,752063.4617349629,Reported
534,Europe,Finland,B3,Capacity-enhancing,Fishing port develop.,274690.0084186125,Reported
535,Europe,Finland,B4,Capacity-enhancing,Markt. & storage infrast.,563673.075,Reported
536,Europe,Finland,B5,Capacity-enhancing,Tax exemption,4070845.6506536715,Modeled
537,Europe,Finland,B6,Capacity-enhancing,Fishing access,164441.84,Modeled
1872,Europe,Finland,B7,Capacity-enhancing,Fuel subsidies,5560472.755712377,Modeled
538,Europe,Finland,C1,Ambiguous,Fisher assistance,782253.3185016596,Modeled
539,Europe,Finland,C2,Ambiguous,Vessel buyback,28586.11632555,Reported
540,Europe,Finland,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
541,Europe,France,A1,Beneficial,Fisheries mangt.,17355699.939946998,Reported
