Region Name,Country,Type,Subsidies amount (USD in 2018),Data Type,Source of information
Asia,Malaysia,Fishery R&D,6499537.4405,Reported,"['Malaysia Ministry of Agriculture and Basic Industry, Expenditure for 2019']"
Asia,Malaysia,MPAs,8206086.76156593,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Asia,Malaysia,Boat constsruct. & renov.,48890373.6258538,Modeled,
Asia,Malaysia,Fisheries dev. projects,60242002.2309038,Reported,"['Malaysia Ministry of Agriculture and Basic Industry, Expenditure for 2019', 'OECDStat, Overseas Development Aid, Fishery Development']"
Asia,Malaysia,Fishing port develop.,4141147.143038,Reported,"['Malaysia Ministry of Agriculture and Basic Industry, Expenditure for 2019']"
Asia,Malaysia,Markt. & storage infrast.,109834520.351359,Modeled,
Asia,Malaysia,Tax exemption,170232829.577132,Modeled,
Asia,Malaysia,Fishing access,3849380.43,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Asia,Malaysia,Fuel subsidies,74825408.3258574,Reported,['The Malaysian Reserve (2018) Minister: Fisheries Sector Value Almost Doubled in 10 Years']
Asia,Malaysia,Fisher assistance,62847934.936139,Reported,"['Malaysia Ministry of Agriculture and Basic Industry, Expenditure for 2019', 'Malaysia WTO Trade Policy Review, 2018']"
Asia,Malaysia,Vessel buyback,0,not found evidence of subsidy,
Asia,Malaysia,Rural fisher communities,0,not found evidence of subsidy,
Asia,Maldives,Fisheries mangt.,12135686.5606148,Modeled,
Asia,Maldives,Fishery R&D,2843427.32352741,Modeled,
Asia,Maldives,MPAs,5904549.87810262,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Asia,Maldives,Boat constsruct. & renov.,0,not found evidence of subsidy,
Asia,Maldives,Fisheries dev. projects,4800934.22807201,Modeled,
Asia,Maldives,Fishing port develop.,2796989.24780324,Modeled,
Asia,Maldives,Markt. & storage infrast.,3646461.46350079,Modeled,
Asia,Maldives,Tax exemption,0,not found evidence of subsidy,
Asia,Maldives,Fishing access,0,not found evidence of subsidy,
Asia,Maldives,Fuel subsidies,17437887.0610291,Modeled,
Asia,Maldives,Fisher assistance,0,not found evidence of subsidy,
Asia,Maldives,Vessel buyback,0,not found evidence of subsidy,
Asia,Maldives,Rural fisher communities,0,not found evidence of subsidy,
Asia,Myanmar,Fisheries mangt.,3827487.50526779,Reported,"['Myanmar Budget Information, 2017-2018 Fiscal Year', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
Asia,Myanmar,Fishery R&D,10621182.2540317,Modeled,
Asia,Myanmar,MPAs,618349.536534937,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Asia,Myanmar,Boat constsruct. & renov.,0,not found evidence of subsidy,
Asia,Myanmar,Fisheries dev. projects,3566126.39258655,Reported,"['Myanmar Budget Information, 2017-2018 Fiscal Year', 'OECDStat, Overseas Development Aid, Fishery Development']"
Asia,Myanmar,Fishing port develop.,0,not found evidence of subsidy,
Asia,Myanmar,Markt. & storage infrast.,103983563.22606,Modeled,
Asia,Myanmar,Tax exemption,0,not found evidence of subsidy,
Asia,Myanmar,Fishing access,0,not found evidence of subsidy,
Asia,Myanmar,Fuel subsidies,0,not found evidence of subsidy,
Asia,Myanmar,Fisher assistance,115497.866089796,Reported,"['OECDStat, Overseas Development Aid, Fisheries Training']"
Asia,Myanmar,Vessel buyback,0,not found evidence of subsidy,
Asia,Myanmar,Rural fisher communities,5464371.6348532,Modeled,
Asia,Oman,Fisheries mangt.,49316872.118019,Modeled,
Asia,Oman,Fishery R&D,11555089.2807649,Modeled,
Asia,Oman,MPAs,1058771.54076278,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Asia,Oman,Boat constsruct. & renov.,6597281.96933196,Modeled,
Asia,Oman,Fisheries dev. projects,19513477.6785155,Modeled,
Asia,Oman,Fishing port develop.,11368409.7013707,Modeled,
Asia,Oman,Markt. & storage infrast.,14821103.767165,Modeled,
Asia,Oman,Tax exemption,0,not found evidence of subsidy,
Asia,Oman,Fishing access,191570.48,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Asia,Oman,Fuel subsidies,32075590.6961042,Modeled,
Asia,Oman,Fisher assistance,0,not found evidence of subsidy,
Asia,Oman,Vessel buyback,0,not found evidence of subsidy,
Asia,Oman,Rural fisher communities,6180242.7230335,Modeled,
Asia,Pakistan,Fisheries mangt.,54989948.7615773,Modeled,
Asia,Pakistan,Fishery R&D,4440868.19929254,Modeled,
Asia,Pakistan,MPAs,1312712.30351408,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Asia,Pakistan,Boat constsruct. & renov.,4662151.39052597,Modeled,
Asia,Pakistan,Fisheries dev. projects,55003924.760906,Modeled,
Asia,Pakistan,Fishing port develop.,0,not found evidence of subsidy,
Asia,Pakistan,Markt. & storage infrast.,77756610.4647017,Modeled,
Asia,Pakistan,Tax exemption,0,not found evidence of subsidy,
Asia,Pakistan,Fishing access,467245.44,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Asia,Pakistan,Fuel subsidies,0,not found evidence of subsidy,
Asia,Pakistan,Fisher assistance,8910808.82786898,Modeled,
Asia,Pakistan,Vessel buyback,0,not found evidence of subsidy,
Asia,Pakistan,Rural fisher communities,2284731.92926564,Modeled,
Asia,Philippines,Fisheries mangt.,1250295.51360889,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
Asia,Philippines,Fishery R&D,11836904.6914326,Modeled,
Asia,Philippines,MPAs,27904234.6486787,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Asia,Philippines,Boat constsruct. & renov.,13928267.8111061,Modeled,
Asia,Philippines,Fisheries dev. projects,2984547.16312773,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)', 'OECDStat, Overseas Development Aid, Fishery Development']"
Asia,Philippines,Fishing port develop.,0,not found evidence of subsidy,
Asia,Philippines,Markt. & storage infrast.,33394.5995165017,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)', 'OECDStat, Overseas Development Aid, Fishery Services']"
Asia,Philippines,Tax exemption,27367791.5362011,Modeled,
Asia,Philippines,Fishing access,8652193.27,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Asia,Philippines,Fuel subsidies,86620873.6144356,Modeled,
Asia,Philippines,Fisher assistance,6431.43321503619,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Asia,Philippines,Vessel buyback,0,not found evidence of subsidy,
Asia,Philippines,Rural fisher communities,6089834.88780381,Modeled,
Asia,Qatar,Fisheries mangt.,18936885.9906812,Modeled,
Asia,Qatar,Fishery R&D,0,not found evidence of subsidy,
Asia,Qatar,MPAs,295127.165179784,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Asia,Qatar,Boat constsruct. & renov.,0,not found evidence of subsidy,
Asia,Qatar,Fisheries dev. projects,0,not found evidence of subsidy,
Asia,Qatar,Fishing port develop.,0,not found evidence of subsidy,
Asia,Qatar,Markt. & storage infrast.,5670503.10086957,Modeled,
Asia,Qatar,Tax exemption,0,not found evidence of subsidy,
Asia,Qatar,Fishing access,0,not found evidence of subsidy,
Asia,Qatar,Fuel subsidies,0,not found evidence of subsidy,
Asia,Qatar,Fisher assistance,1688841.25963611,Modeled,
Asia,Qatar,Vessel buyback,0,not found evidence of subsidy,
Asia,Qatar,Rural fisher communities,0,not found evidence of subsidy,
Asia,Saudi Arabia,Fisheries mangt.,30694138.6649539,Modeled,
Asia,Saudi Arabia,Fishery R&D,7191727.64689859,Modeled,
Asia,Saudi Arabia,MPAs,1526504.56493778,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Asia,Saudi Arabia,Boat constsruct. & renov.,4262127.93119052,Modeled,
Asia,Saudi Arabia,Fisheries dev. projects,12606545.9434479,Modeled,
Asia,Saudi Arabia,Fishing port develop.,0,not found evidence of subsidy,
Asia,Saudi Arabia,Markt. & storage infrast.,0,not found evidence of subsidy,
Asia,Saudi Arabia,Tax exemption,0,not found evidence of subsidy,
Asia,Saudi Arabia,Fishing access,846553.32,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Asia,Saudi Arabia,Fuel subsidies,0,not found evidence of subsidy,
Asia,Saudi Arabia,Fisher assistance,0,not found evidence of subsidy,
Asia,Saudi Arabia,Vessel buyback,0,not found evidence of subsidy,
Asia,Saudi Arabia,Rural fisher communities,3846497.53678423,Modeled,
Asia,Singapore,Fisheries mangt.,713110.362458648,Modeled,
Asia,Singapore,Fishery R&D,0,not found evidence of subsidy,
Asia,Singapore,MPAs,37964.8201585675,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Asia,Singapore,Boat constsruct. & renov.,0,not found evidence of subsidy,
Asia,Singapore,Fisheries dev. projects,0,not found evidence of subsidy,
Asia,Singapore,Fishing port develop.,0,not found evidence of subsidy,
Asia,Singapore,Markt. & storage infrast.,0,not found evidence of subsidy,
Asia,Singapore,Tax exemption,0,not found evidence of subsidy,
Asia,Singapore,Fishing access,55432.35,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Asia,Singapore,Fuel subsidies,0,not found evidence of subsidy,
Asia,Singapore,Fisher assistance,0,not found evidence of subsidy,
Asia,Singapore,Vessel buyback,0,not found evidence of subsidy,
Asia,Singapore,Rural fisher communities,0,not found evidence of subsidy,
Asia,Sri Lanka,Fisheries mangt.,5014719.85080051,Reported,"['Sri Lanka, Budget Estimates for 2018 (Vol I, II, III)', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
Asia,Sri Lanka,Fishery R&D,1889334.72,Reported,"['Sri Lanka, Budget Estimates for 2018 (Vol I, II, III)']"
Asia,Sri Lanka,MPAs,1198161.81290869,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Asia,Sri Lanka,Boat constsruct. & renov.,4428128.25,Reported,"['Sri Lanka, Budget Estimates for 2018 (Vol I, II, III)']"
Asia,Sri Lanka,Fisheries dev. projects,12475061.1692062,Reported,"['Sri Lanka, Budget Estimates for 2018 (Vol I, II, III)', 'OECDStat, Overseas Development Aid, Fishery Development']"
Asia,Sri Lanka,Fishing port develop.,17887801.2768,Reported,"['Sri Lanka, Budget Estimates for 2018 (Vol I, II, III)']"
Asia,Sri Lanka,Markt. & storage infrast.,559610.44776,Reported,"['Sri Lanka, Budget Estimates for 2018 (Vol I, II, III)']"
Asia,Sri Lanka,Tax exemption,31619903.2243765,Modeled,
Asia,Sri Lanka,Fishing access,1512494.77,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Asia,Sri Lanka,Fuel subsidies,32800950,Reported,['ColomboPage (2018) Fuel Subsidy is Only for Kerosene (accessed Aug 2019)']
Asia,Sri Lanka,Fisher assistance,239038.526982157,Reported,"['Sri Lanka, Budget Estimates for 2018 (Vol I, II, III)', 'OECDStat, Overseas Development Aid, Fisheries Training']"
Asia,Sri Lanka,Vessel buyback,0,not found evidence of subsidy,
Asia,Sri Lanka,Rural fisher communities,1312038,Reported,"['Sri Lanka, Budget Estimates for 2018 (Vol I, II, III)']"
Asia,Syria,Fisheries mangt.,605688.858752985,Modeled,
Asia,Syria,Fishery R&D,0,not found evidence of subsidy,
Asia,Syria,MPAs,0,not found evidence of subsidy,
Asia,Syria,Boat constsruct. & renov.,0,not found evidence of subsidy,
Asia,Syria,Fisheries dev. projects,0,not found evidence of subsidy,
Asia,Syria,Fishing port develop.,0,not found evidence of subsidy,
Asia,Syria,Markt. & storage infrast.,0,not found evidence of subsidy,
Asia,Syria,Tax exemption,0,not found evidence of subsidy,
Asia,Syria,Fishing access,0,not found evidence of subsidy,
Asia,Syria,Fuel subsidies,0,not found evidence of subsidy,
Asia,Syria,Fisher assistance,0,not found evidence of subsidy,
Asia,Syria,Vessel buyback,0,not found evidence of subsidy,
Asia,Syria,Rural fisher communities,0,not found evidence of subsidy,
Asia,Taiwan,Fisheries mangt.,52202342.2204486,Modeled,
Asia,Taiwan,Fishery R&D,12231163.476443,Modeled,
Asia,Taiwan,MPAs,4157082.08348459,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Asia,Taiwan,Boat constsruct. & renov.,18304461.441705,Modeled,
Asia,Taiwan,Fisheries dev. projects,0,not found evidence of subsidy,
Asia,Taiwan,Fishing port develop.,31542174.1862151,Modeled,
Asia,Taiwan,Markt. & storage infrast.,41121832.247084,Modeled,
Asia,Taiwan,Tax exemption,0,not found evidence of subsidy,
Asia,Taiwan,Fishing access,24497938.6,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Asia,Taiwan,Fuel subsidies,592949908.335958,Modeled,
Asia,Taiwan,Fisher assistance,1850922.19722011,Reported,['Taiwan WTO Subsidy Note-2017']
Asia,Taiwan,Vessel buyback,7720655.77733456,Reported,['Taiwan WTO Subsidy Note-2017']
Asia,Taiwan,Rural fisher communities,0,not found evidence of subsidy,
Asia,Thailand,Fisheries mangt.,66405473.1609567,Reported,"[""Thailand's Budget in Brief Fiscal Year 2019"", 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
Asia,Thailand,Fishery R&D,1840743.5601848,Reported,"[""Thailand's Budget in Brief Fiscal Year 2019"", 'OECDStat, Overseas Development Aid, Fisheries Research']"
Asia,Thailand,MPAs,5551335.73946728,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Asia,Thailand,Boat constsruct. & renov.,4562539.20296428,Reported,['Thailand WTO Subsidy Note-2018']
Asia,Thailand,Fisheries dev. projects,756991.197590744,Reported,"[""Thailand's Budget in Brief Fiscal Year 2019"", 'OECDStat, Overseas Development Aid, Fishery Development']"
Asia,Thailand,Fishing port develop.,160610126.555811,Modeled,
Asia,Thailand,Markt. & storage infrast.,34536270.7825784,Reported,"[""Thailand's Budget in Brief Fiscal Year 2019"", 'OECDStat, Overseas Development Aid, Fishery Services']"
Asia,Thailand,Tax exemption,324532515.325441,Modeled,
Asia,Thailand,Fishing access,292468417.49,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Asia,Thailand,Fuel subsidies,251385951.718864,Modeled,
Asia,Thailand,Fisher assistance,907874.359243995,Reported,"[""Thailand's Budget in Brief Fiscal Year 2019""]"
Asia,Thailand,Vessel buyback,3260958.37793243,Reported,['Thailand WTO Subsidy Note-2018']
Asia,Thailand,Rural fisher communities,2229412.45167683,Reported,"[""Thailand's Budget in Brief Fiscal Year 2019""]"
Asia,Timor Leste,Fisheries mangt.,729505.696839578,Modeled,
Asia,Timor Leste,Fishery R&D,0,not found evidence of subsidy,
Asia,Timor Leste,MPAs,0,not found evidence of subsidy,
Asia,Timor Leste,Boat constsruct. & renov.,0,not found evidence of subsidy,
Asia,Timor Leste,Fisheries dev. projects,0,not found evidence of subsidy,
Asia,Timor Leste,Fishing port develop.,0,not found evidence of subsidy,
Asia,Timor Leste,Markt. & storage infrast.,0,not found evidence of subsidy,
Asia,Timor Leste,Tax exemption,0,not found evidence of subsidy,
Asia,Timor Leste,Fishing access,0,not found evidence of subsidy,
Asia,Timor Leste,Fuel subsidies,0,not found evidence of subsidy,
Asia,Timor Leste,Fisher assistance,0,not found evidence of subsidy,
Asia,Timor Leste,Vessel buyback,0,not found evidence of subsidy,
Asia,Timor Leste,Rural fisher communities,0,not found evidence of subsidy,
Asia,Turkey,Fisheries mangt.,36440721.8874249,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
Asia,Turkey,Fishery R&D,2681535.78843329,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Asia,Turkey,MPAs,572203.556098117,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Asia,Turkey,Boat constsruct. & renov.,0,not found evidence of subsidy,
